source_document,source_page,source_url,program_name_raw,program_name_standardized,mapping_type,fiscal_year,metric_type,amount,raw_value,metric_context
2023-24_sa_fee_memo.pdf,3,https://studentleadership.seattlecentral.edu/sites/studentleadership.seattlecentral.edu/files/2023-09/2223-SA-Fees-Memo.pdf,ASC Book Fund,ASC Book Fund,same,2022-23,allocation,3000.0,"$3,000.00",
2023-24_sa_fee_memo.pdf,3,https://studentleadership.seattlecentral.edu/sites/studentleadership.seattlecentral.edu/files/2023-09/2223-SA-Fees-Memo.pdf,"Equity, Diversity, Inclusion, and Community","Accessibility, Community, & Opportunity",renamed_or_reorganized,2022-23,allocation,11500.0,"$11,500.00",
2023-24_sa_fee_memo.pdf,3,https://studentleadership.seattlecentral.edu/sites/studentleadership.seattlecentral.edu/files/2023-09/2223-SA-Fees-Memo.pdf,Associated Student Council,Associated Student Council,same,2022-23,allocation,56953.0,"$56,953.00",
2023-24_sa_fee_memo.pdf,3,https://studentleadership.seattlecentral.edu/sites/studentleadership.seattlecentral.edu/files/2023-09/2223-SA-Fees-Memo.pdf,Bruce Mckenna Writing Center,Bruce McKenna Writing Center,spelling_variant,2022-23,allocation,56039.01,"$56,039.01",
2023-24_sa_fee_memo.pdf,3,https://studentleadership.seattlecentral.edu/sites/studentleadership.seattlecentral.edu/files/2023-09/2223-SA-Fees-Memo.pdf,Cultural Programming & Development (CAB),Cultural Programming & Development (CAB),same,2022-23,allocation,116767.0,"$116,767.00",
2023-24_sa_fee_memo.pdf,3,https://studentleadership.seattlecentral.edu/sites/studentleadership.seattlecentral.edu/files/2023-09/2223-SA-Fees-Memo.pdf,Emergency Fund,Emergency Fund,same,2022-23,allocation,25000.0,"$25,000.00",
2023-24_sa_fee_memo.pdf,3,https://studentleadership.seattlecentral.edu/sites/studentleadership.seattlecentral.edu/files/2023-09/2223-SA-Fees-Memo.pdf,Info Central,Information Central,renamed_or_relabelled,2022-23,allocation,157950.76,"$157,950.76",
2023-24_sa_fee_memo.pdf,3,https://studentleadership.seattlecentral.edu/sites/studentleadership.seattlecentral.edu/files/2023-09/2223-SA-Fees-Memo.pdf,Leadership & Orientation Training,Leadership & Orientation Training,same,2022-23,allocation,12600.0,"$12,600.00",
2023-24_sa_fee_memo.pdf,3,https://studentleadership.seattlecentral.edu/sites/studentleadership.seattlecentral.edu/files/2023-09/2223-SA-Fees-Memo.pdf,Learning Support Network,Learning Support Network,same,2022-23,allocation,419159.0,"$419,159.00",
2023-24_sa_fee_memo.pdf,3,https://studentleadership.seattlecentral.edu/sites/studentleadership.seattlecentral.edu/files/2023-09/2223-SA-Fees-Memo.pdf,M. Rosetta Hunter Art Gallary,M. Rosetta Hunter Art Gallery,spelling_variant,2022-23,allocation,57513.12,"$57,513.12",
2023-24_sa_fee_memo.pdf,3,https://studentleadership.seattlecentral.edu/sites/studentleadership.seattlecentral.edu/files/2023-09/2223-SA-Fees-Memo.pdf,Office Management,Office Management,same,2022-23,allocation,71667.33,"$71,667.33",
2023-24_sa_fee_memo.pdf,3,https://studentleadership.seattlecentral.edu/sites/studentleadership.seattlecentral.edu/files/2023-09/2223-SA-Fees-Memo.pdf,Parent Support Network,Parent Support Network,historical_only,2022-23,allocation,25000.0,"$25,000.00",
2023-24_sa_fee_memo.pdf,3,https://studentleadership.seattlecentral.edu/sites/studentleadership.seattlecentral.edu/files/2023-09/2223-SA-Fees-Memo.pdf,Phi Theta Kappa,Phi Theta Kappa,same,2022-23,allocation,32755.0,"$32,755.00",
2023-24_sa_fee_memo.pdf,3,https://studentleadership.seattlecentral.edu/sites/studentleadership.seattlecentral.edu/files/2023-09/2223-SA-Fees-Memo.pdf,SWAP,Seattle Collegian,renamed_or_relabelled,2022-23,allocation,52073.0,"$52,073.00",
2023-24_sa_fee_memo.pdf,3,https://studentleadership.seattlecentral.edu/sites/studentleadership.seattlecentral.edu/files/2023-09/2223-SA-Fees-Memo.pdf,Services & Activities Fees Committee,Services & Activities Fees Committee,same,2022-23,allocation,,-,
2023-24_sa_fee_memo.pdf,3,https://studentleadership.seattlecentral.edu/sites/studentleadership.seattlecentral.edu/files/2023-09/2223-SA-Fees-Memo.pdf,Student Leadership Program,Student Leadership Program,same,2022-23,allocation,131195.78,"$131,195.78",
2023-24_sa_fee_memo.pdf,3,https://studentleadership.seattlecentral.edu/sites/studentleadership.seattlecentral.edu/files/2023-09/2223-SA-Fees-Memo.pdf,SORC,Student Organization Hub,renamed_or_relabelled,2022-23,allocation,122220.0,"$122,220.00",
2023-24_sa_fee_memo.pdf,3,https://studentleadership.seattlecentral.edu/sites/studentleadership.seattlecentral.edu/files/2023-09/2223-SA-Fees-Memo.pdf,Student Resource Support,Student Resource Support,same,2022-23,allocation,136607.0,"$136,607.00",
2023-24_sa_fee_memo.pdf,3,https://studentleadership.seattlecentral.edu/sites/studentleadership.seattlecentral.edu/files/2023-09/2223-SA-Fees-Memo.pdf,Student Services,Student Services,historical_only,2022-23,allocation,0.0,$0.00,
2023-24_sa_fee_memo.pdf,3,https://studentleadership.seattlecentral.edu/sites/studentleadership.seattlecentral.edu/files/2023-09/2223-SA-Fees-Memo.pdf,Wood Technology Center,Wood Technology Center,same,2022-23,allocation,12000.0,"$12,000.00",
2025-26_sa_budget_summary.pdf,1,https://studentleadership.seattlecentral.edu/sites/studentleadership.seattlecentral.edu/files/2026-02/FY26_S%26A_Budget%20Summary_Final.pdf,AANAPISI,AANAPISI,same,2023-24,allocation,0.0,$0.00,
2023-24_sa_fee_memo.pdf,3,https://studentleadership.seattlecentral.edu/sites/studentleadership.seattlecentral.edu/files/2023-09/2223-SA-Fees-Memo.pdf,ASC Book Fund,ASC Book Fund,same,2023-24,allocation,2000.0,"$2,000.00",
2024-25_sa_fee_memo.pdf,3,https://studentleadership.seattlecentral.edu/sites/studentleadership.seattlecentral.edu/files/2025-01/2024-25%20Student%20Services%20and%20Activities%20Fees%20Memo.pdf,ASC Book Fund,ASC Book Fund,same,2023-24,allocation,2000.0,"$2,000.00",
2025-26_sa_budget_summary.pdf,1,https://studentleadership.seattlecentral.edu/sites/studentleadership.seattlecentral.edu/files/2026-02/FY26_S%26A_Budget%20Summary_Final.pdf,ASC Book Fund,ASC Book Fund,same,2023-24,allocation,2000.0,"$2,000.00",
2023-24_sa_fee_memo.pdf,3,https://studentleadership.seattlecentral.edu/sites/studentleadership.seattlecentral.edu/files/2023-09/2223-SA-Fees-Memo.pdf,"Equity, Diversity, Inclusion, and Community","Accessibility, Community, & Opportunity",renamed_or_reorganized,2023-24,allocation,9000.0,"$9,000.00",
2024-25_sa_fee_memo.pdf,3,https://studentleadership.seattlecentral.edu/sites/studentleadership.seattlecentral.edu/files/2025-01/2024-25%20Student%20Services%20and%20Activities%20Fees%20Memo.pdf,"Equity, Diversity, Inclusion, and Community","Accessibility, Community, & Opportunity",renamed_or_reorganized,2023-24,allocation,9000.0,"$9,000.00",
2025-26_sa_budget_summary.pdf,1,https://studentleadership.seattlecentral.edu/sites/studentleadership.seattlecentral.edu/files/2026-02/FY26_S%26A_Budget%20Summary_Final.pdf,"Accessibility, Community, &
Opportunity","Accessibility, Community, & Opportunity",same,2023-24,allocation,9000.0,"$9,000.00",
2023-24_sa_fee_memo.pdf,3,https://studentleadership.seattlecentral.edu/sites/studentleadership.seattlecentral.edu/files/2023-09/2223-SA-Fees-Memo.pdf,Associated Student Council,Associated Student Council,same,2023-24,allocation,64539.0,"$64,539.00",
2024-25_sa_fee_memo.pdf,3,https://studentleadership.seattlecentral.edu/sites/studentleadership.seattlecentral.edu/files/2025-01/2024-25%20Student%20Services%20and%20Activities%20Fees%20Memo.pdf,Associated Student Council,Associated Student Council,same,2023-24,allocation,64539.0,"$64,539.00",
2025-26_sa_budget_summary.pdf,1,https://studentleadership.seattlecentral.edu/sites/studentleadership.seattlecentral.edu/files/2026-02/FY26_S%26A_Budget%20Summary_Final.pdf,Associated Student Council,Associated Student Council,same,2023-24,allocation,64539.0,"$64,539.00",
2023-24_sa_fee_memo.pdf,3,https://studentleadership.seattlecentral.edu/sites/studentleadership.seattlecentral.edu/files/2023-09/2223-SA-Fees-Memo.pdf,Bruce Mckenna Writing Center,Bruce McKenna Writing Center,spelling_variant,2023-24,allocation,0.0,$0,
2024-25_sa_fee_memo.pdf,3,https://studentleadership.seattlecentral.edu/sites/studentleadership.seattlecentral.edu/files/2025-01/2024-25%20Student%20Services%20and%20Activities%20Fees%20Memo.pdf,Child Assist Program,Child Assist Program,same,2023-24,allocation,20000.0,"$20,000.00",
2025-26_sa_budget_summary.pdf,1,https://studentleadership.seattlecentral.edu/sites/studentleadership.seattlecentral.edu/files/2026-02/FY26_S%26A_Budget%20Summary_Final.pdf,"Child Assist Program [combined in
SSP]",Child Assist Program,merged_into_ssp,2023-24,allocation,20000.0,"$20,000.00",
2023-24_sa_fee_memo.pdf,3,https://studentleadership.seattlecentral.edu/sites/studentleadership.seattlecentral.edu/files/2023-09/2223-SA-Fees-Memo.pdf,Cultural Programming & Development (CAB),Cultural Programming & Development (CAB),same,2023-24,allocation,116767.0,"$116,767.00",
2024-25_sa_fee_memo.pdf,3,https://studentleadership.seattlecentral.edu/sites/studentleadership.seattlecentral.edu/files/2025-01/2024-25%20Student%20Services%20and%20Activities%20Fees%20Memo.pdf,Cultural Programming & Development (CAB),Cultural Programming & Development (CAB),same,2023-24,allocation,116767.0,"$116,767.00",
2025-26_sa_budget_summary.pdf,1,https://studentleadership.seattlecentral.edu/sites/studentleadership.seattlecentral.edu/files/2026-02/FY26_S%26A_Budget%20Summary_Final.pdf,"Cultural Programming & Development
(CAB)",Cultural Programming & Development (CAB),same,2023-24,allocation,116767.0,"$116,767.00",
2023-24_sa_fee_memo.pdf,3,https://studentleadership.seattlecentral.edu/sites/studentleadership.seattlecentral.edu/files/2023-09/2223-SA-Fees-Memo.pdf,Emergency Fund,Emergency Fund,same,2023-24,allocation,25000.0,"$25,000.00",
2024-25_sa_fee_memo.pdf,3,https://studentleadership.seattlecentral.edu/sites/studentleadership.seattlecentral.edu/files/2025-01/2024-25%20Student%20Services%20and%20Activities%20Fees%20Memo.pdf,Emergency Fund,Emergency Fund,same,2023-24,allocation,25000.0,"$25,000.00",
2025-26_sa_budget_summary.pdf,1,https://studentleadership.seattlecentral.edu/sites/studentleadership.seattlecentral.edu/files/2026-02/FY26_S%26A_Budget%20Summary_Final.pdf,Emergency Fund,Emergency Fund,same,2023-24,allocation,25000.0,"$25,000.00",
2025-26_sa_budget_summary.pdf,1,https://studentleadership.seattlecentral.edu/sites/studentleadership.seattlecentral.edu/files/2026-02/FY26_S%26A_Budget%20Summary_Final.pdf,First Year Experience Peer Mentors,First Year Experience Peer Mentors,same,2023-24,allocation,0.0,$0.00,
2025-26_sa_budget_summary.pdf,1,https://studentleadership.seattlecentral.edu/sites/studentleadership.seattlecentral.edu/files/2026-02/FY26_S%26A_Budget%20Summary_Final.pdf,Food and Resource Pantry,Food and Resource Pantry,same,2023-24,allocation,0.0,$0.00,
2023-24_sa_fee_memo.pdf,3,https://studentleadership.seattlecentral.edu/sites/studentleadership.seattlecentral.edu/files/2023-09/2223-SA-Fees-Memo.pdf,Info Central,Information Central,renamed_or_relabelled,2023-24,allocation,157950.0,"157,950.00",
2024-25_sa_fee_memo.pdf,3,https://studentleadership.seattlecentral.edu/sites/studentleadership.seattlecentral.edu/files/2025-01/2024-25%20Student%20Services%20and%20Activities%20Fees%20Memo.pdf,Info Central,Information Central,renamed_or_relabelled,2023-24,allocation,157950.0,"$157,950.00",
2025-26_sa_budget_summary.pdf,1,https://studentleadership.seattlecentral.edu/sites/studentleadership.seattlecentral.edu/files/2026-02/FY26_S%26A_Budget%20Summary_Final.pdf,Information Central,Information Central,same,2023-24,allocation,157950.0,"$157,950.00",
2023-24_sa_fee_memo.pdf,3,https://studentleadership.seattlecentral.edu/sites/studentleadership.seattlecentral.edu/files/2023-09/2223-SA-Fees-Memo.pdf,Leadership & Orientation Training,Leadership & Orientation Training,same,2023-24,allocation,8500.0,"$8,500.00",
2024-25_sa_fee_memo.pdf,3,https://studentleadership.seattlecentral.edu/sites/studentleadership.seattlecentral.edu/files/2025-01/2024-25%20Student%20Services%20and%20Activities%20Fees%20Memo.pdf,Leadership & Orientation Training,Leadership & Orientation Training,same,2023-24,allocation,16384.0,"$16,384.00",
2025-26_sa_budget_summary.pdf,1,https://studentleadership.seattlecentral.edu/sites/studentleadership.seattlecentral.edu/files/2026-02/FY26_S%26A_Budget%20Summary_Final.pdf,Leadership & Orientation Training,Leadership & Orientation Training,same,2023-24,allocation,16384.0,"$16,384.00",
2023-24_sa_fee_memo.pdf,3,https://studentleadership.seattlecentral.edu/sites/studentleadership.seattlecentral.edu/files/2023-09/2223-SA-Fees-Memo.pdf,Learning Support Network,Learning Support Network,same,2023-24,allocation,470430.25,"$470,430.25",
2024-25_sa_fee_memo.pdf,3,https://studentleadership.seattlecentral.edu/sites/studentleadership.seattlecentral.edu/files/2025-01/2024-25%20Student%20Services%20and%20Activities%20Fees%20Memo.pdf,Learning Support Network,Learning Support Network,same,2023-24,allocation,470430.25,"$470,430.25",
2025-26_sa_budget_summary.pdf,1,https://studentleadership.seattlecentral.edu/sites/studentleadership.seattlecentral.edu/files/2026-02/FY26_S%26A_Budget%20Summary_Final.pdf,Learning Support Network,Learning Support Network,same,2023-24,allocation,470430.25,"$470,430.25",
2023-24_sa_fee_memo.pdf,3,https://studentleadership.seattlecentral.edu/sites/studentleadership.seattlecentral.edu/files/2023-09/2223-SA-Fees-Memo.pdf,M. Rosetta Hunter Art Gallary,M. Rosetta Hunter Art Gallery,spelling_variant,2023-24,allocation,57513.12,"$57,513.12",
2024-25_sa_fee_memo.pdf,3,https://studentleadership.seattlecentral.edu/sites/studentleadership.seattlecentral.edu/files/2025-01/2024-25%20Student%20Services%20and%20Activities%20Fees%20Memo.pdf,M. Rosetta Hunter Art Gallery,M. Rosetta Hunter Art Gallery,same,2023-24,allocation,57513.0,"$57,513.00",
2025-26_sa_budget_summary.pdf,2,https://studentleadership.seattlecentral.edu/sites/studentleadership.seattlecentral.edu/files/2026-02/FY26_S%26A_Budget%20Summary_Final.pdf,M. Rosetta Hunter Art Gallery,M. Rosetta Hunter Art Gallery,same,2023-24,allocation,57513.0,"$57,513.00",
2023-24_sa_fee_memo.pdf,3,https://studentleadership.seattlecentral.edu/sites/studentleadership.seattlecentral.edu/files/2023-09/2223-SA-Fees-Memo.pdf,Office Management,Office Management,same,2023-24,allocation,74824.0,"$74,824.00",
2024-25_sa_fee_memo.pdf,3,https://studentleadership.seattlecentral.edu/sites/studentleadership.seattlecentral.edu/files/2025-01/2024-25%20Student%20Services%20and%20Activities%20Fees%20Memo.pdf,Office Management,Office Management,same,2023-24,allocation,74824.0,"$74,824.00",
2025-26_sa_budget_summary.pdf,2,https://studentleadership.seattlecentral.edu/sites/studentleadership.seattlecentral.edu/files/2026-02/FY26_S%26A_Budget%20Summary_Final.pdf,Office Management,Office Management,same,2023-24,allocation,74824.0,"$74,824.00",
2023-24_sa_fee_memo.pdf,3,https://studentleadership.seattlecentral.edu/sites/studentleadership.seattlecentral.edu/files/2023-09/2223-SA-Fees-Memo.pdf,Parent Support Network,Parent Support Network,historical_only,2023-24,allocation,20000.0,"$20,000.00",
2023-24_sa_fee_memo.pdf,3,https://studentleadership.seattlecentral.edu/sites/studentleadership.seattlecentral.edu/files/2023-09/2223-SA-Fees-Memo.pdf,Phi Theta Kappa,Phi Theta Kappa,same,2023-24,allocation,35000.0,"$35,000.00",
2024-25_sa_fee_memo.pdf,3,https://studentleadership.seattlecentral.edu/sites/studentleadership.seattlecentral.edu/files/2025-01/2024-25%20Student%20Services%20and%20Activities%20Fees%20Memo.pdf,Phi Theta Kappa,Phi Theta Kappa,same,2023-24,allocation,35000.0,"$35,000.00",
2025-26_sa_budget_summary.pdf,2,https://studentleadership.seattlecentral.edu/sites/studentleadership.seattlecentral.edu/files/2026-02/FY26_S%26A_Budget%20Summary_Final.pdf,Phi Theta Kappa,Phi Theta Kappa,same,2023-24,allocation,35000.0,"$35,000.00",
2023-24_sa_fee_memo.pdf,3,https://studentleadership.seattlecentral.edu/sites/studentleadership.seattlecentral.edu/files/2023-09/2223-SA-Fees-Memo.pdf,SWAP,Seattle Collegian,renamed_or_relabelled,2023-24,allocation,52073.0,"$52,073.00",
2024-25_sa_fee_memo.pdf,3,https://studentleadership.seattlecentral.edu/sites/studentleadership.seattlecentral.edu/files/2025-01/2024-25%20Student%20Services%20and%20Activities%20Fees%20Memo.pdf,Seattle Collegian,Seattle Collegian,same,2023-24,allocation,52073.0,"$52,073.00",
2025-26_sa_budget_summary.pdf,2,https://studentleadership.seattlecentral.edu/sites/studentleadership.seattlecentral.edu/files/2026-02/FY26_S%26A_Budget%20Summary_Final.pdf,The Seattle Collegian,Seattle Collegian,naming_variant,2023-24,allocation,52073.0,"$52,073.00",
2023-24_sa_fee_memo.pdf,3,https://studentleadership.seattlecentral.edu/sites/studentleadership.seattlecentral.edu/files/2023-09/2223-SA-Fees-Memo.pdf,Services & Activities Fees Committee,Services & Activities Fees Committee,same,2023-24,allocation,5416.0,"$5,416.00",
2024-25_sa_fee_memo.pdf,3,https://studentleadership.seattlecentral.edu/sites/studentleadership.seattlecentral.edu/files/2025-01/2024-25%20Student%20Services%20and%20Activities%20Fees%20Memo.pdf,Services & Activities Fees Committee,Services & Activities Fees Committee,same,2023-24,allocation,7500.0,"$7,500.00",
2025-26_sa_budget_summary.pdf,2,https://studentleadership.seattlecentral.edu/sites/studentleadership.seattlecentral.edu/files/2026-02/FY26_S%26A_Budget%20Summary_Final.pdf,Services & Activities Fees Committee,Services & Activities Fees Committee,same,2023-24,allocation,7500.0,"$7,500.00",
2024-25_sa_fee_memo.pdf,3,https://studentleadership.seattlecentral.edu/sites/studentleadership.seattlecentral.edu/files/2025-01/2024-25%20Student%20Services%20and%20Activities%20Fees%20Memo.pdf,Student Engagement,Student Engagement,same,2023-24,allocation,0.0,$0.00,
2025-26_sa_budget_summary.pdf,2,https://studentleadership.seattlecentral.edu/sites/studentleadership.seattlecentral.edu/files/2026-02/FY26_S%26A_Budget%20Summary_Final.pdf,Student Engagement,Student Engagement,same,2023-24,allocation,0.0,$0.00,
2023-24_sa_fee_memo.pdf,3,https://studentleadership.seattlecentral.edu/sites/studentleadership.seattlecentral.edu/files/2023-09/2223-SA-Fees-Memo.pdf,Student Leadership Program,Student Leadership Program,same,2023-24,allocation,140985.0,"$140,985.00",
2024-25_sa_fee_memo.pdf,3,https://studentleadership.seattlecentral.edu/sites/studentleadership.seattlecentral.edu/files/2025-01/2024-25%20Student%20Services%20and%20Activities%20Fees%20Memo.pdf,Student Leadership Program,Student Leadership Program,same,2023-24,allocation,140985.0,"$140,985.00",
2025-26_sa_budget_summary.pdf,2,https://studentleadership.seattlecentral.edu/sites/studentleadership.seattlecentral.edu/files/2026-02/FY26_S%26A_Budget%20Summary_Final.pdf,Student Leadership Program,Student Leadership Program,same,2023-24,allocation,140985.0,"$140,985.00",
2023-24_sa_fee_memo.pdf,3,https://studentleadership.seattlecentral.edu/sites/studentleadership.seattlecentral.edu/files/2023-09/2223-SA-Fees-Memo.pdf,SORC,Student Organization Hub,renamed_or_relabelled,2023-24,allocation,120002.63,"$120,002.63",
2024-25_sa_fee_memo.pdf,3,https://studentleadership.seattlecentral.edu/sites/studentleadership.seattlecentral.edu/files/2025-01/2024-25%20Student%20Services%20and%20Activities%20Fees%20Memo.pdf,Student Organization Hub,Student Organization Hub,same,2023-24,allocation,120002.63,"$120,002.63",
2025-26_sa_budget_summary.pdf,2,https://studentleadership.seattlecentral.edu/sites/studentleadership.seattlecentral.edu/files/2026-02/FY26_S%26A_Budget%20Summary_Final.pdf,Student Organization Hub,Student Organization Hub,same,2023-24,allocation,120002.63,"$120,002.63",
2023-24_sa_fee_memo.pdf,3,https://studentleadership.seattlecentral.edu/sites/studentleadership.seattlecentral.edu/files/2023-09/2223-SA-Fees-Memo.pdf,Student Resource Support,Student Resource Support,same,2023-24,allocation,136000.0,"$136,000.00",
